token,trades,sharpe,pnl,win,R,sh1,sh2,pnl1,pnl2
COMPUSDT,218,0.26882229123376533,10.536843949120211,22.477064220183486,0.0483341465555973,-0.36336784285375784,0.9775233033627578,-7.493925886829422,18.030769835949638
COTIUSDT,232,0.10478441387602697,7.251500760983831,16.379310344827587,0.031256468797344054,-0.7073440689211837,0.44909986763693654,-12.069287751371478,19.320788512355303
CRVUSDT,248,0.15399086731375974,6.197841676504826,19.758064516129032,0.024991297082680736,0.6604080671049023,-0.6900243520623295,16.5193006150463,-10.32145893854148
CTKUSDT,157,-0.7578837755683289,-18.342459751742037,22.29299363057325,-0.11683095383275183,-0.5863169757289987,-0.9688405931985932,-7.825725751401741,-10.516734000340296
CTSIUSDT,237,0.2357872380682403,9.142072138174422,19.40928270042194,0.03857414404293006,0.4594096279310212,-0.11439888821505499,10.85820377999702,-1.7161316418225985
CVCUSDT,76,0.6347252201231727,19.018387197717033,31.57894736842105,0.25024193681206625,1.0934082780283498,0.25292160026683275,15.06808571528779,3.950301482429243
DASHUSDT,195,0.6542319909800799,35.954741426828676,25.64102564102564,0.18438328936835216,0.04720051395464276,1.113000851413116,0.9637003431104371,34.99104108371824
DEFIUSDT,150,-0.16505073389897437,-5.264845839595157,23.333333333333332,-0.03509897226396773,-0.47802738637980663,0.44840208513248786,-9.958576088838658,4.693730249243497
DENTUSDT,175,0.4958928062488434,17.920474963690296,21.142857142857142,0.10240271407823029,0.08322799106564548,1.163177657091963,1.8439784238491317,16.076496539841163
DGBUSDT,108,-1.082669692242332,-20.80402749262957,15.74074074074074,-0.19262988419101454,-1.4381830291002962,,-20.80402749262957,0.0
DOGEUSDT,174,0.36732174316275956,13.862791637432695,20.689655172413794,0.0796712163070845,0.12618685350892694,0.5779353616454289,2.031447380784767,11.831344256647936
DOTUSDT,175,0.8572160691721146,34.01386561264847,26.285714285714285,0.19436494635799123,0.8407558856351622,0.8809938278255229,17.459051309908812,16.554814302739658
DYDXUSDT,232,0.7079502609153978,32.81538045928778,24.137931034482758,0.14144560542796458,0.7014994461396404,0.5216083891426304,22.3034312347693,10.51194922451848
EGLDUSDT,181,0.8243591218708569,39.39665273258039,23.756906077348066,0.21766106482088615,0.5681316730832728,1.0429730403685267,14.927518543917472,24.46913418866292
ENJUSDT,179,0.5502980631292945,25.79702684479267,20.11173184357542,0.14411746840666295,0.5612594374033233,0.5533751451088857,12.650293863137993,13.14673298165468
ENSUSDT,220,-0.19139267585598382,-6.123022330472954,21.818181818181817,-0.027831919683967983,-0.6365564493304731,0.43866339946932564,-11.92899805445663,5.805975723983671
EOSUSDT,124,0.45193210477932116,15.210586774376134,24.193548387096776,0.12266602237400112,0.20608535406305972,0.8135025940138136,4.119458380258951,11.091128394117188
ETCUSDT,179,0.24103585700276872,7.9704648231929545,26.81564245810056,0.04452773644241872,-0.4146363266127965,0.851217419600575,-6.4653897021750755,14.435854525368025
ETHUSDT,153,0.44106488963933554,21.133279352502903,21.568627450980394,0.13812600883988826,0.5408595071294487,0.3041610637281008,14.97740296060997,6.155876391892933
FILUSDT,209,0.568005189179254,24.809378086234375,22.48803827751196,0.1187051583073415,0.2611063267999711,0.888251211929392,5.696693253326884,19.11268483290749
FLMUSDT,174,0.7761408728344761,40.55531398188353,21.26436781609195,0.23307651713726166,1.1383328268833934,-0.04681157577278937,41.18823074599279,-0.6329167641092617
FTMUSDT,122,0.8959872664145552,30.6813360915418,22.950819672131146,0.2514863614060803,1.174157657281469,,27.538279577971615,3.143056513570186
GALAUSDT,186,1.095557427721563,48.25867259671011,22.043010752688172,0.2594552290145704,0.2307060546296657,1.8808420130274677,5.616836482623409,42.64183611408669
GRTUSDT,215,0.5344496343762151,20.09248981115095,21.86046511627907,0.0934534409820974,-0.14449565147795362,1.352086984947706,-2.9620804394226794,23.054570250573626
GTCUSDT,205,0.4224280540998881,16.605721024097804,20.48780487804878,0.08100351719072098,0.7070596784488214,-0.03766296718114461,17.163984074572937,-0.5582630504751309
HBARUSDT,200,0.638919034382473,27.00024340543818,21.5,0.13500121702719087,0.11601596871582948,1.2167385040502252,2.5520215563530146,24.44822184908516
HNTUSDT,83,-0.4091209320146671,-8.739037621396392,14.457831325301203,-0.10528960989634213,-0.5428927666278492,,-8.739037621396392,0.0
HOTUSDT,206,-0.6953265038031747,-23.85315047188426,19.902912621359224,-0.11579199258196242,-0.8380129738154867,-0.5868137906058798,-13.482603330025084,-10.370547141859175
ICPUSDT,191,-0.22379565029979348,-7.193451720094654,20.94240837696335,-0.03766205089054788,-0.4940732497810177,0.07798479933805477,-8.221760572343026,1.0283088522483745
ICXUSDT,210,0.3284776351136731,16.640318169007774,23.333333333333332,0.0792396103286084,0.7129142382401802,-0.7916386818889692,27.652568239891263,-11.01225007088349
IOSTUSDT,189,0.19529319953431395,7.219449603714791,24.867724867724867,0.03819814605140098,0.3275148330288271,0.05351231447169147,6.274178177311744,0.9452714264030453
IOTAUSDT,202,0.7321495609713621,32.37284966940422,25.742574257425744,0.16026163202675356,0.5328772386526255,0.9580528796982296,12.361045428539322,20.0118042408649
IOTXUSDT,216,0.1929658722622163,8.316397198006253,17.12962962962963,0.03850183887965858,0.1181932251728274,0.2677741649642315,2.2742351100044242,6.042162088001829
KAVAUSDT,192,0.21692227500782488,8.602605028426124,21.354166666666664,0.04480523452305271,0.7892468310177825,-1.0479347181544045,21.00261845973803,-12.40001343131191
KLAYUSDT,94,-0.033095063658678626,-0.8167538945996363,19.148936170212767,-0.008688871219145041,-0.03199100391759472,,-0.591105312474941,-0.22564858212469505
KNCUSDT,186,0.3774799620117571,17.836025984347472,23.118279569892472,0.09589261281907245,0.49031753054598387,0.1870522520031511,14.694334529962749,3.141691454384727
KSMUSDT,195,0.5410286462779654,24.863192446484174,20.51282051282051,0.12750355100761115,0.7033644847091013,0.34838381825433523,17.560786739856894,7.30240570662728
LINAUSDT,161,0.7642537715716556,29.600956544379947,23.60248447204969,0.18385687294645933,0.8189095292348094,0.7621883490196197,21.996192358841,7.604764185538951
LINKUSDT,189,0.4970161847487859,17.188088222981403,24.867724867724867,0.09094226573006033,0.05523438598082194,0.9386265824806739,0.9333041445617765,16.254784078419622
LITUSDT,199,0.11328602801427082,5.166122336633039,15.577889447236181,0.02596041375192483,0.6282412566169687,-1.9318277666780157,20.776990322194944,-15.610867985561908
LPTUSDT,226,-0.8153237272155914,-23.66685505183784,16.8141592920354,-0.10472059757450371,-1.0040516609353156,-0.5954452790638575,-15.724981686813402,-7.941873365024437
LRCUSDT,185,-0.32836661614744944,-10.039052946712944,17.2972972972973,-0.054265151063313234,-0.17781006164713192,-0.6637011917831266,-3.5872137541154556,-6.4518391925974905
LTCUSDT,190,-0.12443413753368947,-4.196856300834885,21.578947368421055,-0.02208871737281516,0.21417447582612098,-0.5807306705538895,4.148019880105609,-8.344876180940494
MANAUSDT,189,0.6337979292978421,24.56388970490306,25.396825396825395,0.1299676703963125,-0.15620994781367212,1.3839704021162917,-2.8645889608527124,27.428478665755783
MASKUSDT,213,0.451642237141545,19.427260934401357,18.779342723004692,0.09120779781409086,0.9220168898030038,-0.27800618456172227,24.08252343973098,-4.655262505329625
MATICUSDT,91,0.7905423384105906,35.7116067416068,26.373626373626376,0.392435238918756,1.0495302261506618,,35.7116067416068,0.0
MKRUSDT,144,0.04522799070116788,1.3252077424547677,18.055555555555554,0.00920283154482477,-0.42295501698524496,0.45108561783832885,-4.372003294347509,5.697211036802273
MTLUSDT,200,0.10883142319127671,3.8239877330590337,27.0,0.019119938665295155,-0.2502277291409133,0.3046385882345842,-1.2361796220257035,5.060167355084736
NEARUSDT,198,0.16078221924494795,5.931456088901752,18.68686868686869,0.029956848933847254,0.2738860109654573,-0.03767827218385857,6.422886610924578,-0.4914305220228279
NEOUSDT,185,0.7645677520837931,40.4424168660566,17.83783783783784,0.21860765873544102,0.6134663874871614,0.9276442782532728,15.817370214353076,24.625046651703524
NKNUSDT,197,-0.33098187656613165,-11.545348453670456,15.228426395939088,-0.05860582971406323,-0.3161317240819568,-0.38316006096316724,-7.256420435312036,-4.288928018358423
OCEANUSDT,122,0.3000744914582619,19.33712606992776,15.573770491803279,0.15850103336006355,0.3981588656626788,,19.33712606992776,0.0
OGNUSDT,220,0.18538506542359476,9.39999140900684,17.272727272727273,0.04272723367730384,0.6224787472597659,-0.7265871204778257,20.918958870740724,-11.518967461733881
OMGUSDT,140,0.3554436566961573,13.371417906732955,16.428571428571427,0.09551012790523541,0.39182912405544146,,10.634786297645531,2.7366316090874276
ONEUSDT,192,0.7456025387605719,43.77277889207209,21.875,0.2279832233962087,0.752872106863803,0.8596612024561067,30.56475400894152,13.208024883130564
ONTUSDT,195,-0.15129391689878577,-5.2691943331943785,19.48717948717949,-0.02702150940099681,-0.30575677203372553,-0.11870582237904112,-3.4603928075009462,-1.8088015256934356
PEOPLEUSDT,234,0.4730482699125586,22.125822412712616,16.666666666666664,0.09455479663552399,0.43262307891427615,0.5207814653417708,10.496026758168275,11.629795654544344
QTUMUSDT,195,0.04918796822213788,2.049498945201961,22.05128205128205,0.010510251001035698,0.41528204555261683,-0.6950586724117497,11.370707313959327,-9.321208368757368
RAYUSDT,34,0.22508389355337133,4.233499136436074,20.588235294117645,0.12451468048341392,0.2986440643924903,,4.233499136436074,0.0
REEFUSDT,108,0.281132139970679,7.59652365267328,22.22222222222222,0.070338181969197,0.12130146186485913,,2.3155602515076956,5.280963401165583
RENUSDT,140,0.42203366764506417,11.613844937022542,23.57142857142857,0.0829560352644467,0.7816493559825435,,15.598126651923568,-3.9842817149010337
RLCUSDT,230,0.010018565635910779,0.3589300312763589,20.434782608695652,0.0015605653533754672,0.15800554439985548,-0.19038467588457283,3.257527504778183,-2.8985974735018245
ROSEUSDT,190,0.11607902511229704,4.129487915494974,17.36842105263158,0.021734146923657795,-0.3690719742147455,0.7130794378059445,-7.240496401740881,11.369984317235858
RSRUSDT,215,0.7684284487477339,31.592717901434142,25.116279069767444,0.14694287396015884,0.9305831928241877,0.5471527132631697,22.059442441052603,9.533275460381537
RUNEUSDT,199,0.23671181400892807,9.954788305787401,20.603015075376884,0.05002406183812765,0.28925532495747763,0.176312140098657,6.529110088877402,3.4256782169099997
RVNUSDT,187,0.1016013484877611,4.087054190517115,19.25133689839572,0.021855904762123617,-0.02615315766698162,0.2472886448268172,-0.5586281904673824,4.6456823809845
SANDUSDT,190,0.5144092964555242,19.17090591382034,22.105263157894736,0.10089950480958072,0.4272059129851776,0.6338117515923158,9.216435303453826,9.954470610366512
SCUSDT,26,0.5326555291431143,14.729554506040522,26.923076923076923,0.5665213271554046,0.7069057664178686,,14.729554506040522,0.0
SFPUSDT,223,-1.0866379627239535,-39.30286456096208,14.798206278026907,-0.17624602942135464,-0.8713554390483033,-1.4155671641939356,-18.905946089518753,-20.396918471443335
SKLUSDT,218,0.17213969928548034,6.448592189604257,19.724770642201836,0.029580698117450704,0.11577287297016929,0.2465653969189292,2.4725428011969766,3.9760493884072794
SNXUSDT,222,1.1502290591136266,47.42084700699867,25.225225225225223,0.21360741895044447,0.9774065344597882,1.2970505027603993,26.90577709502343,20.515069911975235
SOLUSDT,197,0.900798693491189,40.39059102851922,27.411167512690355,0.2050283808554275,1.2133161948830515,0.3669951948841787,34.577112701347716,5.813478327171506
SRMUSDT,35,0.16816148407125994,2.270918749155625,17.142857142857142,0.0648833928330179,0.22311350484959466,,2.270918749155625,0.0
STMXUSDT,144,0.2934662700468827,10.408884364352906,20.833333333333336,0.07228391919689517,-0.1178366656049846,,-2.7501440500006114,13.159028414353518
STORJUSDT,193,0.24970287580750217,10.215550785190617,21.243523316062177,0.052930314949174155,0.23133644609881962,0.2771237180818711,5.618165155259847,4.597385629930768
SUSHIUSDT,205,0.7681869235305421,33.87397613310076,26.34146341463415,0.1652389079663451,0.7683302738864858,0.781101321568393,21.076784985553754,12.797191147546993
SXPUSDT,162,0.6675054042689456,25.947940875589588,28.39506172839506,0.16017247454067643,0.4333687834161221,0.811821012028244,12.271360476342178,13.676580399247404
THETAUSDT,221,0.8031775563551096,36.7478437822803,20.361990950226243,0.1662798361189154,0.889744377742579,0.6798189625997219,23.97494819821291,12.772895584067385
TLMUSDT,152,0.08916700519138283,2.8637789680980603,21.052631578947366,0.018840651105908292,0.7626508914368471,-1.3192154480056264,17.25058820991256,-14.386809241814506
TOMOUSDT,71,0.049532646328053334,1.074326119632963,15.492957746478872,0.015131353797647379,0.06571721627462175,,1.074326119632963,0.0
TRBUSDT,214,0.6978774344491682,38.57521661557162,20.093457943925234,0.1802580215680917,1.1255446959350444,-0.2664281165607088,42.605373552643826,-4.0301569370721975
TRXUSDT,105,-0.6341323995982227,-16.633375355505425,21.904761904761905,-0.1584130986238612,-1.253438082335921,-0.03431702926253669,-16.18510141255181,-0.4482739429536118
UNFIUSDT,176,0.29423553918204365,11.402719406365854,15.909090909090908,0.06478817844526057,0.5516667339096419,,15.996763320901078,-4.594043914535222
UNIUSDT,203,-0.34310432713536176,-12.125617955314482,18.7192118226601,-0.059732108154258515,-0.8367021048990483,0.22183695372040124,-15.769017490667878,3.6433995353533923
VETUSDT,175,0.7546910130034353,29.692700274387583,26.285714285714285,0.1696725729965005,0.44441518254025103,0.9540936996101045,10.978583188999322,18.714117085388267
WAVESUSDT,86,0.6654619288741307,26.176541278784242,29.069767441860467,0.3043783869626075,0.8833044876499494,,26.176541278784242,0.0
XEMUSDT,116,-0.2296797609747042,-6.806074976133883,18.96551724137931,-0.05867306013908516,-0.235015702670696,,-5.218395838582515,-1.5876791375513677
XLMUSDT,166,0.8080380965215226,30.213342342063974,28.313253012048197,0.18200808639797575,-0.4382143939508354,1.7298074615561083,-6.2957838232767935,36.509126165340774
XMRUSDT,196,-2.156327048328638,-55.53571887093922,15.306122448979592,-0.2833455044435674,-1.6983116785583747,-2.9015868394588593,-26.69564595779992,-28.8400729131393
XRPUSDT,194,0.6162524019814122,39.00706080497654,23.195876288659793,0.20106732373699243,0.06601688743285512,0.996917073017659,1.317694549727595,37.68936625524895
XTZUSDT,208,-0.36538212584953406,-12.494434040203123,18.269230769230766,-0.0600693944240535,-1.0820419206493659,0.3068382922677371,-17.804190871128615,5.309756830925496
YFIUSDT,192,0.4374510616185708,20.880636241442417,22.395833333333336,0.10875331375751261,-0.010189957611550988,0.8509159399281586,-0.22473597991109856,21.105372221353516
ZECUSDT,210,0.2525594615381386,13.876244228033997,19.047619047619047,0.06607735346682853,0.30573571864667637,0.21566212076075028,7.674478371696282,6.2017658563377145
ZENUSDT,227,0.746205924969785,38.13182691030588,20.26431718061674,0.16798161634495987,-0.10318234575531147,1.2918872237922425,-1.5967131242683885,39.72854003457428
ZILUSDT,189,0.485837684453345,18.519010343271344,24.867724867724867,0.09798418171043038,0.5934492160295374,0.34515694865670343,12.799410402456768,5.719599940814577
ZRXUSDT,226,0.5803935664469926,24.377428741593363,25.221238938053098,0.10786472894510336,0.7371800206940711,0.3357688817786602,18.976990622580775,5.400438119012588
